@id,@lon,@lat,name
432436803,22.5869197,42.0075762,
432436804,22.5869626,42.0077955,
432436805,22.5873381,42.0082060,
432436806,22.5879818,42.0085847,
432436807,22.5881159,42.0087840,
432436808,22.5881749,42.0089913,
432436809,22.5882930,42.0093978,
432436810,22.5883198,42.0095174,
432436811,22.5883734,42.0096768,
432436812,22.5884110,42.0098124,
432436813,22.5885612,42.0104381,
432436814,22.5885665,42.0106653,
432436815,22.5885504,42.0109005,
432436816,22.5885194,42.0112480,
432436817,22.5885075,42.0116777,
432436818,22.5885343,42.0120205,
432436819,22.5884700,42.0126224,
432436820,22.5882232,42.0134115,
432436821,22.5881320,42.0138300,
432436822,22.5881267,42.0140253,
432436823,22.5878289,42.0150815,
432436824,22.5880247,42.0147746,
432436825,22.5881427,42.0144279,
432436826,22.5882554,42.0141011,
432436827,22.5893819,42.0136268,
432436828,22.5895911,42.0133717,
432436829,22.5898004,42.0127938,
432436830,22.5897628,42.0123115,
432436831,22.5898084,42.0114456,
432436832,22.5898218,42.0111835,
432436833,22.5898862,42.0109723,
432436834,22.5900632,42.0105258,
432436835,22.5899774,42.0100077,
432436836,22.5900418,42.0096450,
432436837,22.5901544,42.0094178,
432436838,22.5902510,42.0092862,
432436839,22.5904548,42.0091068,
432436840,22.5905514,42.0090550,
432436841,22.5911468,42.0089753,
432436842,22.5914204,42.0087282,
432436843,22.5915170,42.0085488,
432436844,22.5916082,42.0084452,
432436845,22.5917047,42.0083336,
432436846,22.5921607,42.0078951,
432436847,22.5926864,42.0076520,
432436848,22.5925308,42.0074566,
432436849,22.5922948,42.0072055,
432436850,22.5923109,42.0069903,
432436851,22.5923860,42.0068308,
432436852,22.5925684,42.0066036,
432436854,22.5927937,42.0062369,
432436855,22.5929868,42.0058861,
432436856,22.5930083,42.0057067,
432436857,22.5930244,42.0055154,
432436858,22.5930297,42.0052443,
432436859,22.5930458,42.0049852,
432436860,22.5930405,42.0048218,
432436861,22.5930351,42.0046504,
432436862,22.5930458,42.0044670,
432436863,22.5930405,42.0042876,
432436864,22.5930244,42.0041082,
432436865,22.5930190,42.0039767,
432436866,22.5930351,42.0038651,
432436867,22.5929922,42.0036857,
432436868,22.5929815,42.0035821,
432436869,22.5929546,42.0034425,
432436870,22.5928903,42.0031316,
432436871,22.5928688,42.0029562,
432436872,22.5928312,42.0028605,
432436873,22.5927615,42.0027250,
432436874,22.5926864,42.0026253,
432436875,22.5926113,42.0025297,
432436876,22.5922948,42.0021789,
432436877,22.5918978,42.0015331,
432436878,22.5912970,42.0007716,
432436879,22.5912112,42.0006919,
432436880,22.5911468,42.0006002,
432436881,22.5910771,42.0004766,
432436882,22.5908947,42.0001657,
432436883,22.5908142,42.0000501,
432436884,22.5906855,41.9999544,
432436885,22.5906104,41.9998866,
432436886,22.5905353,41.9993484,
432436887,22.5905353,41.9992089,
432436888,22.5904441,41.9989578,
432436889,22.5903100,41.9986109,
432436890,22.5902832,41.9985551,
432436891,22.5901920,41.9984674,
432436892,22.5901061,41.9981764,
432436893,22.5900578,41.9979731,
432436894,22.5900257,41.9975744,
432436895,22.5900624,41.9974589,
432436896,22.5900739,41.9973751,
432436897,22.5900578,41.9973113,
432436898,22.5900149,41.9972036,
432436899,22.5899916,41.9970910,
432436900,22.5899237,41.9969046,
432436901,22.5899023,41.9967452,
432436902,22.5899184,41.9965737,
432436903,22.5899345,41.9963744,
432436904,22.5899559,41.9961591,
432436905,22.5899666,41.9959757,
432436906,22.5899720,41.9958083,
432436907,22.5899881,41.9956608,
432436908,22.5900042,41.9955770,
432436909,22.5900042,41.9954933,
432436910,22.5900042,41.9953857,
432436911,22.5899988,41.9952342,
432436912,22.5900042,41.9950468,
432436913,22.5899774,41.9948913,
432436914,22.5899613,41.9947996,
432436915,22.5899345,41.9947159,
432436916,22.5899184,41.9946321,
432436917,22.5899023,41.9945484,
432436918,22.5898915,41.9944527,
432436919,22.5899398,41.9943690,
432436920,22.5899666,41.9943252,
432436921,22.5899666,41.9942454,
432436922,22.5897628,41.9937311,
432436923,22.5896984,41.9936155,
432436924,22.5896180,41.9933523,
432436925,22.5896180,41.9932606,
432436926,22.5896233,41.9931371,
432436927,22.5896126,41.9928021,
432436928,22.5896394,41.9927384,
432436929,22.5897092,41.9926905,
432436930,22.5897628,41.9926626,
432436931,22.5897574,41.9925510,
432436932,22.5894141,41.9923038,
432436933,22.5892317,41.9922121,
432436934,22.5891083,41.9921283,
432436935,22.5890064,41.9920406,
432436936,22.5887543,41.9917217,
432436937,22.5884807,41.9916579,
432436938,22.5883144,41.9916180,
432436939,22.5880516,41.9912273,
432436940,22.5881535,41.9912033,
432436941,22.5882769,41.9911714,
432436942,22.5883841,41.9911356,
432436943,22.5884914,41.9911037,
432436944,22.5885826,41.9910518,
432436945,22.5886631,41.9909801,
432436946,22.5887221,41.9909402,
432436947,22.5890708,41.9908206,
432436948,22.5891942,41.9908086,
432436949,22.5892693,41.9908046,
432436950,22.5893283,41.9907967,
432436951,22.5893658,41.9907568,
432436952,22.5893873,41.9907050,
432436953,22.5894087,41.9906731,
432436954,22.5894248,41.9905654,
432436955,22.5894248,41.9904697,
432436956,22.5894141,41.9903820,
432436957,22.5894034,41.9902903,
432436958,22.5894409,41.9899155,
432436959,22.5894678,41.9897959,
432436960,22.5894785,41.9897002,
432436961,22.5894570,41.9896324,
432436962,22.5894141,41.9895447,
432436963,22.5894302,41.9893932,
432436964,22.5895965,41.9893294,
432436965,22.5897413,41.9892975,
432436966,22.5898647,41.9892417,
432436967,22.5900203,41.9891380,
432436968,22.5901705,41.9890383,
432436969,22.5902939,41.9889466,
432436970,22.5903904,41.9888709,
432436971,22.5904709,41.9887831,
432436972,22.5905675,41.9886635,
432436973,22.5906157,41.9885559,
432436974,22.5906479,41.9884402,
432436975,22.5906587,41.9883445,
432436976,22.5906587,41.9882329,
432436977,22.5906748,41.9881611,
432436978,22.5907177,41.9880335,
432436979,22.5907606,41.9878980,
432436980,22.5907874,41.9877744,
432436981,22.5907928,41.9876468,
432436982,22.5907874,41.9875471,
432436983,22.5907659,41.9873836,
432436984,22.5905836,41.9870168,
432436985,22.5905245,41.9869410,
432436986,22.5906533,41.9870845,
432436987,22.5904924,41.9868573,
432436988,22.5904494,41.9867735,
432436989,22.5904173,41.9866659,
432436990,22.5904119,41.9865622,
432436991,22.5904173,41.9864506,
432436992,22.5903958,41.9863588,
432436993,22.5903529,41.9862831,
432436994,22.5902939,41.9861993,
432436995,22.5902241,41.9861076,
432436996,22.5901812,41.9860359,
432436997,22.5900525,41.9858485,
432436998,22.5899720,41.9857488,
432436999,22.5898969,41.9853141,
432437000,22.5897735,41.9851327,
432437001,22.5897360,41.9850510,
432437002,22.5896823,41.9849154,
432437003,22.5896555,41.9847758,
432437004,22.5896609,41.9846682,
432437005,22.5896662,41.9845605,
432437006,22.5896501,41.9844608,
432437007,22.5895965,41.9843412,
432437008,22.5895321,41.9842016,
432437009,22.5894731,41.9839345,
432437010,22.5894785,41.9838507,
432437011,22.5895053,41.9837829,
432437012,22.5895804,41.9837391,
432437013,22.5896984,41.9836872,
432437014,22.5900900,41.9835477,
432437015,22.5903475,41.9834719,
432437016,22.5904334,41.9834560,
432437017,22.5905567,41.9834918,
432437018,22.5907820,41.9837829,
432437019,22.5910503,41.9838906,
432437020,22.5912702,41.9840381,
432437021,22.5912380,41.9841378,
432437022,22.5911576,41.9842614,
432437023,22.5910985,41.9843571,
432437024,22.5910717,41.9844528,
432437025,22.5910717,41.9845525,
432437026,22.5910824,41.9846562,
432437027,22.5910771,41.9847360,
432437028,22.5910610,41.9848516,
432437029,22.5910395,41.9850510,
432437030,22.5910073,41.9852025,
432437031,22.5909913,41.9853062,
432437032,22.5910154,41.9854298,
432437033,22.5910529,41.9855175,
432437034,22.5910637,41.9855972,
432437035,22.5910878,41.9857149,
432437036,22.5911388,41.9858624,
432437037,22.5912112,41.9860478,
432437038,22.5912622,41.9862093,
432437039,22.5912970,41.9863130,
432437040,22.5913185,41.9863887,
432437041,22.5913480,41.9864725,
432437042,22.5913507,41.9865124,
432437043,22.5913426,41.9865423,
432437044,22.5912702,41.9868114,
432437045,22.5912809,41.9868832,
432437046,22.5912890,41.9869869,
432437047,22.5913480,41.9872301,
432437048,22.5913748,41.9873357,
432437049,22.5914365,41.9874594,
432437050,22.5915116,41.9875889,
432437051,22.5916618,41.9878043,
432437052,22.5917074,41.9878760,
432437053,22.5917771,41.9879697,
432437054,22.5918469,41.9880535,
432437055,22.5920132,41.9882269,
432437056,22.5922653,41.9885818,
432437057,22.5923431,41.9887153,
432437058,22.5923672,41.9887851,
432437059,22.5924101,41.9889725,
432437060,22.5926730,41.9891759,
432437061,22.5927320,41.9892257,
432437062,22.5927615,41.9892696,
432437063,22.5927803,41.9893254,
432437064,22.5927883,41.9893912,
432437065,22.5926918,41.9897221,
432437066,22.5926623,41.9897620,
432437067,22.5924557,41.9899095,
432437068,22.5923055,41.9900132,
432437069,22.5921795,41.9900889,
432437070,22.5919944,41.9906013,
432437071,22.5921205,41.9906611,
432437072,22.5919944,41.9907687,
432437073,22.5919193,41.9908305,
432437074,22.5917986,41.9909701,
432437075,22.5918013,41.9909900,
432437076,22.5918871,41.9910558,
432437078,22.5918898,41.9910857,
432437079,22.5917959,41.9913110,
432437081,22.5917771,41.9913648,
432437082,22.5917208,41.9914645,
432437084,22.5914955,41.9916200,
432437085,22.5914794,41.9918253,
432437087,22.5915036,41.9918572,
432437089,22.5915304,41.9919011,
432437090,22.5916699,41.9920765,
432437091,22.5917584,41.9921263,
432437092,22.5917584,41.9924832,
432437093,22.5916189,41.9925948,
432437094,22.5916243,41.9926467,
432437095,22.5916752,41.9927045,
432437096,22.5917771,41.9927623,
432437097,22.5918710,41.9927802,
432437098,22.5919354,41.9927902,
432437099,22.5919971,41.9928201,
432437100,22.5920024,41.9928560,
432437101,22.5920749,41.9931131,
432437102,22.5921392,41.9931490,
432437103,22.5922948,41.9931969,
432437104,22.5925791,41.9933563,
432437105,22.5926489,41.9934082,
432437106,22.5929546,41.9935477,
432437107,22.5931370,41.9936952,
432437108,22.5933623,41.9937431,
432437109,22.5934696,41.9937191,
432437110,22.5941026,41.9938467,
432437111,22.5944352,41.9939265,
432437112,22.5945210,41.9939145,
432437113,22.5946766,41.9938467,
432437114,22.5947624,41.9938188,
432437115,22.5949663,41.9938826,
432437116,22.5951487,41.9938667,
432437117,22.5952345,41.9938108,
432437118,22.5954974,41.9938148,
432437119,22.5956958,41.9938986,
432437120,22.5957656,41.9938786,
432437121,22.5958031,41.9938268,
432437122,22.5959051,41.9936354,
432437123,22.5961786,41.9935836,
432437124,22.5962859,41.9935597,
432437125,22.5963664,41.9935238,
432437126,22.5964361,41.9934720,
432437127,22.5965220,41.9933723,
432437128,22.5966132,41.9933045,
432437129,22.5967419,41.9932048,
432437130,22.5968170,41.9931410,
432437131,22.5971121,41.9929018,
432437132,22.5971925,41.9929058,
432437133,22.5973266,41.9929975,
432437134,22.5975251,41.9932886,
432437135,22.5976270,41.9933803,
432437136,22.5977290,41.9934361,
432437137,22.5980776,41.9936514,
432437138,22.5981903,41.9937391,
432437139,22.5982600,41.9937989,
432437140,22.5983030,41.9938786,
432437141,22.5986248,41.9939623,
432437142,22.5988233,41.9940182,
432437143,22.5989735,41.9941856,
432437144,22.5990540,41.9942255,
432437145,22.5991967,41.9943372,
432437146,22.5990527,41.9946693,
432437147,22.5989761,41.9946830,
432437148,22.5988431,41.9947959,
432437149,22.5987540,41.9950023,
432437150,22.5987120,41.9951907,
432437151,22.5987107,41.9952820,
432437152,22.5987375,41.9953617,
432437153,22.5988500,41.9954894,
432437154,22.5988788,41.9955510,
432437155,22.5989789,41.9956510,
432437156,22.5990035,41.9955618,
432437157,22.5990164,41.9954813,
432437159,22.5989988,41.9953918,
432437160,22.5989633,41.9952922,
432437162,22.5989604,41.9952402,
432437163,22.5989922,41.9951784,
432437164,22.5990892,41.9950971,
432437165,22.5991284,41.9950522,
432437166,22.6000843,41.9949079,
432437167,22.6003081,41.9949730,
432437168,22.6004981,41.9950407,
432437169,22.6006334,41.9950563,
432437170,22.6007699,41.9950605,
432437171,22.6008651,41.9950584,
432437172,22.6009394,41.9950526,
432437173,22.6009969,41.9950501,
432437174,22.6010656,41.9950633,
432437175,22.6011525,41.9950925,
432437176,22.6013015,41.9951564,
432437177,22.6013579,41.9951977,
432437178,22.6014063,41.9952366,
432437179,22.6016473,41.9950243,
432437180,22.6016704,41.9949837,
432437181,22.6017122,41.9949545,
432437182,22.6017709,41.9949222,
432437183,22.6018311,41.9949023,
432437184,22.6019540,41.9948695,
432437185,22.6021433,41.9947858,
432437186,22.6023694,41.9947177,
432437187,22.6025378,41.9946678,
432437188,22.6026312,41.9946495,
432437189,22.6027253,41.9946335,
432437190,22.6029290,41.9946341,
432437191,22.6031164,41.9946200,
432437192,22.6033362,41.9946030,
432437193,22.6035230,41.9945822,
432437194,22.6037246,41.9946106,
432437195,22.6039212,41.9946998,
432437196,22.6040810,41.9948362,
432437197,22.6041582,41.9949621,
432437198,22.6042701,41.9951045,
432437199,22.6042972,41.9952062,
432437200,22.6043773,41.9953471,
432437201,22.6044256,41.9954207,
432437202,22.6044242,41.9955470,
432437203,22.6044431,41.9956583,
432437204,22.6044469,41.9957907,
432437205,22.6044730,41.9958686,
432437206,22.6045012,41.9959335,
432437207,22.6045385,41.9959793,
432437209,22.6053234,41.9959872,
432437219,22.6059431,41.9965132,
432437220,22.6060149,41.9966519,
432437221,22.6060819,41.9967623,
432437222,22.6061628,41.9968385,
432437223,22.6062115,41.9969004,
432437224,22.6065333,41.9973532,
432437228,22.6066270,41.9974894,
432437229,22.6067869,41.9976758,
432437230,22.6069303,41.9978209,
432437231,22.6070242,41.9979841,
432437232,22.6071357,41.9981046,
432437233,22.6075634,41.9983057,
432437234,22.6076243,41.9984264,
432437235,22.6076168,41.9985251,
